show_id,date_added,added_year
81214114,"January 9, 2020",2020
80233408,"January 7, 2020",2020
81006825,"January 3, 2020",2020
81127902,"January 17, 2020",2020
81060049,"January 14, 2020",2020
81088083,"January 1, 2020",2020
81154455,"September 6, 2019",2019
81132437,"September 6, 2019",2019
81078908,"September 4, 2019",2019
81155784,"September 4, 2019",2019
81054495,"September 30, 2019",2019
80200087,"September 28, 2019",2019
81053892,"September 28, 2019",2019
80231903,"September 27, 2019",2019
81177238,"September 26, 2019",2019
81075519,"September 25, 2019",2019
81186758,"September 25, 2019",2019
81186757,"September 25, 2019",2019
81053953,"September 24, 2019",2019
81074113,"September 24, 2019",2019
81176200,"September 23, 2019",2019
80243600,"September 20, 2019",2019
81122669,"September 20, 2019",2019
81107545,"September 19, 2019",2019
81147293,"September 17, 2019",2019
80991316,"September 17, 2019",2019
81030342,"September 15, 2019",2019
81131761,"September 15, 2019",2019
81093951,"September 14, 2019",2019
80238013,"September 14, 2019",2019
81092328,"September 13, 2019",2019
81183572,"September 13, 2019",2019
80244973,"September 13, 2019",2019
81161230,"September 13, 2019",2019
81002412,"September 13, 2019",2019
81060174,"September 10, 2019",2019
81001494,"September 10, 2019",2019
81165769,"September 1, 2019",2019
81158575,"September 1, 2019",2019
80244311,"October 9, 2019",2019
81183570,"October 9, 2019",2019
80995737,"October 8, 2019",2019
81177367,"October 5, 2019",2019
81158574,"October 4, 2019",2019
80237905,"October 4, 2019",2019
81132440,"October 4, 2019",2019
81021243,"October 4, 2019",2019
81084225,"October 31, 2019",2019
81177371,"October 30, 2019",2019
81148672,"October 29, 2019",2019
81123469,"October 26, 2019",2019
80202352,"October 26, 2018",2018
81136744,"October 25, 2019",2019
80182014,"October 25, 2019",2019
81121023,"October 25, 2019",2019
81018455,"October 25, 2019",2019
81034741,"October 24, 2019",2019
81075461,"October 24, 2019",2019
80186796,"October 23, 2019",2019
81027753,"October 22, 2019",2019
81094801,"October 2, 2019",2019
80206910,"October 18, 2019",2019
80990336,"October 18, 2019",2019
80994011,"October 18, 2019",2019
80998890,"October 18, 2019",2019
81053240,"October 16, 2019",2019
81191228,"October 15, 2019",2019
80990869,"October 14, 2019",2019
81034012,"October 13, 2019",2019
81078819,"October 11, 2019",2019
80223997,"October 11, 2019",2019
81191666,"October 11, 2019",2019
81133621,"October 11, 2019",2019
81038598,"October 11, 2019",2019
81171871,"October 10, 2019",2019
81103033,"October 1, 2019",2019
81002876,"October 1, 2019",2019
80201542,"November 8, 2019",2019
81079723,"November 8, 2019",2019
81092045,"November 6, 2019",2019
81209203,"November 5, 2019",2019
81058497,"November 5, 2019",2019
81165326,"November 5, 2019",2019
81053961,"November 5, 2019",2019
81206389,"November 4, 2019",2019
81197050,"November 30, 2019",2019
81213894,"November 30, 2019",2019
81082007,"November 29, 2019",2019
81120982,"November 29, 2019",2019
81033086,"November 28, 2019",2019
81194544,"November 27, 2019",2019
80995081,"November 27, 2019",2019
81177504,"November 27, 2019",2019
80175798,"November 27, 2019",2019
81062293,"November 26, 2019",2019
80235524,"November 26, 2019",2019
81215481,"November 25, 2019",2019
81218079,"November 24, 2019",2019
80198859,"November 22, 2019",2019
81218074,"November 22, 2019",2019
81026188,"November 21, 2019",2019
80221584,"November 20, 2019",2019
81217738,"November 20, 2019",2019
80244683,"November 20, 2019",2019
81217739,"November 20, 2019",2019
81073633,"November 19, 2019",2019
80244457,"November 15, 2019",2019
81196441,"November 15, 2019",2019
81162089,"November 15, 2019",2019
81217737,"November 15, 2019",2019
81076114,"November 15, 2019",2019
80183187,"November 15, 2019",2019
81156627,"November 14, 2019",2019
81096745,"November 14, 2019",2019
81078466,"November 12, 2019",2019
81152923,"November 11, 2019",2019
80245356,"November 1, 2019",2019
81024100,"November 1, 2019",2019
81154982,"November 1, 2019",2019
81189912,"November 1, 2019",2019
80231468,"November 1, 2019",2019
81152930,"November 1, 2019",2019
81030409,"November 1, 2019",2019
80182016,"November 1, 2019",2019
81150305,"November 1, 2019",2019
81067760,"May 6, 2019",2019
80202874,"May 31, 2019",2019
80993095,"May 31, 2019",2019
80237006,"May 31, 2019",2019
81111849,"May 31, 2019",2019
81010699,"May 30, 2019",2019
81031939,"May 3, 2019",2019
81028570,"May 3, 2019",2019
80999729,"May 3, 2019",2019
81046255,"May 24, 2019",2019
80218306,"May 24, 2019",2019
80211638,"May 24, 2019",2019
81036190,"May 23, 2019",2019
81011598,"May 21, 2019",2019
81043473,"May 19, 2019",2019
81061407,"May 18, 2019",2019
80236341,"May 17, 2019",2019
81041271,"May 17, 2019",2019
80216758,"May 17, 2019",2019
80998967,"May 16, 2019",2019
81085319,"May 16, 2019",2019
81053958,"May 14, 2019",2019
80223928,"May 13, 2019",2019
81065331,"May 13, 2019",2019
81012340,"May 11, 2019",2019
80194950,"May 10, 2019",2019
81094667,"May 1, 2019",2019
81080637,"May 1, 2019",2019
81093342,"May 1, 2019",2019
80184676,"March 8, 2019",2019
81024044,"March 8, 2019",2019
80995799,"March 8, 2019",2019
80200961,"March 5, 2019",2019
81038545,"March 31, 2019",2019
81033429,"March 29, 2019",2019
80188579,"March 29, 2019",2019
80200571,"March 29, 2019",2019
81002880,"March 26, 2019",2019
80169469,"March 22, 2019",2019
81033107,"March 20, 2019",2019
81037077,"March 19, 2019",2019
81041273,"March 15, 2019",2019
80192187,"March 13, 2019",2019
80214087,"March 12, 2019",2019
80200047,"March 1, 2019",2019
81061410,"June 8, 2019",2019
80121387,"June 7, 2019",2019
80227090,"June 7, 2019",2019
81113918,"June 7, 2019",2019
81029736,"June 7, 2019",2019
81051688,"June 7, 2019",2019
80173387,"June 7, 2019",2019
81030855,"June 6, 2019",2019
80996787,"June 6, 2019",2019
81076055,"June 5, 2019",2019
80237423,"June 4, 2019",2019
81093122,"June 30, 2019",2019
81039384,"June 30, 2019",2019
81128584,"June 29, 2019",2019
81136964,"June 28, 2019",2019
81110498,"June 27, 2019",2019
81060096,"June 27, 2019",2019
80996192,"June 25, 2019",2019
80195901,"June 22, 2019",2019
81018067,"June 21, 2019",2019
81131274,"June 20, 2019",2019
81027187,"June 20, 2019",2019
81110386,"June 2, 2019",2019
80216302,"June 19, 2019",2019
80993404,"June 18, 2019",2019
81123052,"June 15, 2019",2019
80245601,"June 14, 2019",2019
80242619,"June 14, 2019",2019
81147766,"June 13, 2019",2019
81088277,"June 13, 2019",2019
81002929,"June 12, 2019",2019
80221016,"June 12, 2019",2019
81092909,"June 1, 2019",2019
81070008,"June 1, 2019",2019
80203143,"June 1, 2019",2019
81068732,"June 1, 2019",2019
81098589,"July 9, 2019",2019
80240537,"July 31, 2019",2019
81030976,"July 30, 2019",2019
81017011,"July 30, 2019",2019
80213715,"July 30, 2019",2019
80198632,"July 29, 2019",2019
81028404,"July 26, 2019",2019
80198508,"July 26, 2019",2019
80994020,"July 26, 2019",2019
80997613,"July 19, 2019",2019
80998968,"July 18, 2019",2019
81003981,"July 16, 2019",2019
80221109,"July 12, 2019",2019
81145271,"July 12, 2019",2019
81044248,"July 12, 2019",2019
80221677,"July 12, 2019",2019
80238020,"July 1, 2019",2019
81130297,"July 1, 2019",2019
80237903,"January 29, 2019",2019
80134721,"January 18, 2019",2019
80988257,"January 18, 2019",2019
81147285,"January 16, 2020",2020
81235729,"January 16, 2020",2020
81093113,"January 16, 2020",2020
80997602,"January 15, 2020",2020
81144867,"January 15, 2020",2020
81127333,"January 15, 2020",2020
81050190,"January 15, 2019",2019
80218104,"January 15, 2019",2019
81221851,"January 14, 2020",2020
81113919,"January 12, 2020",2020
80202273,"January 11, 2019",2019
81103093,"January 1, 2020",2020
81211681,"January 1, 2020",2020
80991400,"February 8, 2019",2019
80231156,"February 8, 2019",2019
80191045,"February 8, 2019",2019
80216779,"February 5, 2019",2019
81026327,"February 22, 2019",2019
80224060,"February 22, 2019",2019
81027190,"February 22, 2019",2019
80244853,"February 14, 2019",2019
80199689,"February 1, 2019",2019
81004748,"December 9, 2019",2019
81157385,"December 8, 2019",2019
80223271,"December 7, 2019",2019
80223779,"December 6, 2019",2019
81029841,"December 5, 2019",2019
81188871,"December 4, 2019",2019
81177444,"December 31, 2019",2019
81161834,"December 31, 2019",2019
81038225,"December 31, 2019",2019
81109078,"December 31, 2019",2019
81078397,"December 3, 2019",2019
80221271,"December 3, 2019",2019
81167490,"December 3, 2019",2019
81043135,"December 28, 2019",2019
81044813,"December 27, 2019",2019
81150338,"December 26, 2019",2019
81164603,"December 25, 2019",2019
81045499,"December 25, 2019",2019
81164636,"December 25, 2019",2019
80208235,"December 25, 2019",2019
80244123,"December 24, 2019",2019
81104634,"December 24, 2019",2019
81014479,"December 22, 2019",2019
81108479,"December 21, 2019",2019
80174451,"December 20, 2019",2019
81070659,"December 17, 2019",2019
81135444,"December 15, 2019",2019
81001887,"December 13, 2019",2019
81210770,"December 13, 2019",2019
81060232,"December 12, 2019",2019
81037373,"December 11, 2019",2019
81036542,"December 10, 2019",2019
81148811,"December 1, 2019",2019
81217745,"December 1, 2019",2019
81165325,"December 1, 2019",2019
81217746,"December 1, 2019",2019
81184705,"December 1, 2019",2019
81169158,"December 1, 2019",2019
81156592,"August 9, 2019",2019
81091977,"August 9, 2019",2019
81153372,"August 9, 2019",2019
81112446,"August 7, 2019",2019
81088318,"August 7, 2019",2019
81143771,"August 5, 2019",2019
81034010,"August 30, 2019",2019
81141694,"August 30, 2019",2019
81167494,"August 29, 2019",2019
80999781,"August 29, 2019",2019
80997400,"August 29, 2019",2019
81046796,"August 28, 2019",2019
81140577,"August 26, 2019",2019
81145277,"August 24, 2019",2019
81155859,"August 23, 2019",2019
81147910,"August 23, 2019",2019
81155802,"August 23, 2019",2019
81151880,"August 21, 2019",2019
81151877,"August 21, 2019",2019
81151878,"August 21, 2019",2019
81045860,"August 20, 2019",2019
81150918,"August 2, 2019",2019
81155803,"August 2, 2019",2019
81092330,"August 16, 2019",2019
80231419,"August 16, 2019",2019
80235578,"August 16, 2019",2019
81154987,"August 15, 2019",2019
81004321,"August 15, 2019",2019
81147274,"August 14, 2019",2019
81147278,"August 13, 2019",2019
81146011,"August 13, 2019",2019
81091424,"April 7, 2019",2019
80232502,"April 5, 2019",2019
81088786,"April 5, 2019",2019
81091423,"April 5, 2019",2019
81034317,"April 5, 2019",2019
81029737,"April 30, 2019",2019
80227677,"April 30, 2019",2019
81026008,"April 3, 2019",2019
80992501,"April 26, 2019",2019
81076251,"April 26, 2019",2019
81076749,"April 2, 2019",2019
80174687,"April 2, 2019",2019
81010166,"April 19, 2019",2019
81033430,"April 19, 2019",2019
80202920,"April 19, 2019",2019
81080942,"April 19, 2019",2019
81006826,"April 17, 2019",2019
81013626,"April 17, 2019",2019
81090128,"April 16, 2019",2019
81041391,"April 13, 2019",2019
81018120,"April 13, 2019",2019
81019888,"April 12, 2019",2019
81026007,"April 10, 2019",2019
81021447,"April 10, 2019",2019
81086434,"April 1, 2019",2019
80988892,"September 7, 2018",2018
80239639,"September 7, 2018",2018
80159586,"September 7, 2018",2018
81113928,"September 6, 2019",2019
81052275,"September 6, 2019",2019
80201906,"September 4, 2018",2018
80198585,"September 3, 2018",2018
81011955,"September 29, 2018",2018
81004470,"September 28, 2018",2018
80157072,"September 28, 2018",2018
81016750,"September 28, 2018",2018
81132443,"September 27, 2019",2019
80215923,"September 26, 2018",2018
80208155,"September 25, 2018",2018
80208906,"September 23, 2019",2019
80211380,"September 22, 2018",2018
81172721,"September 21, 2019",2019
81172727,"September 21, 2019",2019
80102952,"September 21, 2018",2018
81132439,"September 20, 2019",2019
80987075,"September 18, 2018",2018
81018233,"September 15, 2018",2018
81018234,"September 15, 2018",2018
81016339,"September 15, 2018",2018
81089941,"September 14, 2019",2019
80217733,"September 14, 2018",2018
80188120,"September 14, 2018",2018
80164779,"September 14, 2018",2018
81037283,"September 13, 2019",2019
81132438,"September 13, 2019",2019
81023636,"September 13, 2019",2019
81001000,"September 12, 2018",2018
80244019,"September 11, 2018",2018
80991570,"September 10, 2018",2018
81031008,"September 1, 2019",2019
81065786,"September 1, 2019",2019
80082969,"September 1, 2018",2018
80994130,"September 1, 2018",2018
81019924,"September 1, 2018",2018
81018240,"September 1, 2018",2018
81014988,"September 1, 2018",2018
81011096,"September 1, 2018",2018
80239503,"October 9, 2018",2018
81020161,"October 8, 2018",2018
81016338,"October 6, 2019",2019
81017724,"October 6, 2018",2018
80242081,"October 5, 2018",2018
80168222,"October 5, 2018",2018
80199806,"October 31, 2018",2018
81110394,"October 28, 2019",2019
81000863,"October 27, 2018",2018
80211622,"October 26, 2018",2018
80990221,"October 26, 2018",2018
80235268,"October 26, 2018",2018
81025088,"October 26, 2018",2018
81110383,"October 25, 2019",2019
81018183,"October 25, 2018",2018
81071891,"October 23, 2019",2019
80224536,"October 23, 2018",2018
80994444,"October 23, 2018",2018
81043190,"October 22, 2019",2019
81020005,"October 20, 2018",2018
80215419,"October 2, 2018",2018
81172848,"October 19, 2019",2019
81034575,"October 19, 2019",2019
80226951,"October 19, 2018",2018
80232279,"October 19, 2018",2018
80239666,"October 19, 2018",2018
80148162,"October 19, 2018",2018
81172905,"October 18, 2019",2019
81172723,"October 18, 2019",2019
81172902,"October 18, 2019",2019
81026343,"October 18, 2018",2018
81157840,"October 16, 2019",2019
80244900,"October 16, 2018",2018
81020508,"October 15, 2018",2018
81019031,"October 13, 2018",2018
80158148,"October 12, 2018",2018
80239565,"October 12, 2018",2018
81021082,"October 12, 2018",2018
80240972,"October 12, 2018",2018
80210932,"October 10, 2018",2018
81015317,"October 10, 2018",2018
81164752,"October 1, 2019",2019
81025884,"October 1, 2018",2018
81024696,"October 1, 2018",2018
81018563,"October 1, 2018",2018
81018565,"October 1, 2018",2018
80190859,"November 9, 2018",2018
81003058,"November 8, 2018",2018
81034600,"November 6, 2019",2019
81029848,"November 5, 2018",2018
80238204,"November 30, 2018",2018
80230507,"November 30, 2018",2018
80990725,"November 30, 2018",2018
81004245,"November 30, 2018",2018
81039383,"November 30, 2018",2018
81018377,"November 30, 2018",2018
81021528,"November 30, 2018",2018
80991809,"November 30, 2018",2018
81172754,"November 29, 2019",2019
81172841,"November 29, 2019",2019
81172899,"November 29, 2019",2019
81172901,"November 29, 2019",2019
80239961,"November 27, 2018",2018
81018860,"November 25, 2018",2018
80199682,"November 22, 2018",2018
80988835,"November 21, 2018",2018
80989043,"November 20, 2018",2018
81021831,"November 20, 2018",2018
81021832,"November 20, 2018",2018
80239932,"November 20, 2018",2018
81020531,"November 2, 2018",2018
80242446,"November 2, 2018",2018
80085566,"November 2, 2018",2018
80124722,"November 2, 2018",2018
80177400,"November 16, 2018",2018
81004099,"November 16, 2018",2018
80200267,"November 16, 2018",2018
81217749,"November 15, 2019",2019
81035105,"November 15, 2018",2018
81038832,"November 15, 2018",2018
81030893,"November 15, 2018",2018
81035104,"November 15, 2018",2018
81035107,"November 15, 2018",2018
81028574,"November 15, 2018",2018
80222787,"November 13, 2018",2018
80244848,"November 13, 2018",2018
81074542,"November 1, 2019",2019
80215046,"November 1, 2019",2019
81179693,"November 1, 2019",2019
81083786,"November 1, 2019",2019
81189396,"November 1, 2019",2019
81024731,"November 1, 2018",2018
80224055,"November 1, 2018",2018
80232501,"November 1, 2018",2018
81044103,"May 9, 2019",2019
81072917,"May 9, 2019",2019
80213657,"May 8, 2018",2018
81016592,"May 6, 2019",2019
80177300,"May 5, 2018",2018
80189866,"May 5, 2018",2018
80195964,"May 4, 2018",2018
80213024,"May 4, 2018",2018
80244782,"May 4, 2018",2018
80144280,"May 4, 2018",2018
80241666,"May 4, 2018",2018
80244640,"May 3, 2019",2019
80992499,"May 3, 2018",2018
81087094,"May 28, 2019",2019
80221447,"May 28, 2019",2019
81034931,"May 26, 2019",2019
80202903,"May 26, 2018",2018
80192137,"May 25, 2018",2018
80195049,"May 25, 2018",2018
80186850,"May 25, 2018",2018
81057229,"May 22, 2019",2019
80151384,"May 22, 2018",2018
81005364,"May 21, 2019",2019
81103139,"May 2, 2019",2019
81096151,"May 2, 2019",2019
80161216,"May 18, 2018",2018
80218111,"May 18, 2018",2018
81103108,"May 17, 2019",2019
81038047,"May 16, 2019",2019
81110388,"May 15, 2019",2019
80220311,"May 15, 2019",2019
81110389,"May 15, 2019",2019
81123050,"May 15, 2019",2019
80243408,"May 15, 2018",2018
81094666,"May 14, 2019",2019
80186940,"May 13, 2018",2018
81077874,"May 12, 2019",2019
81039410,"May 11, 2019",2019
80192065,"May 11, 2018",2018
80143556,"May 11, 2018",2018
